45|74
45|75
45|76
45|78
45|82
45|83
45|85
45|86
45|87
45|89
45|91
45|93
45|96
46|12
46|19
46|21
46|23
46|24
46|25
46|31
46|34
46|42
46|45
46|53
46|55
46|66
46|71
46|74
46|75
46|76
46|82
46|83
46|86
46|87
46|91
46|96
46|98
53|11
53|12
53|13
53|21
53|23
53|24
53|27
53|28
53|36
53|38
53|55
53|63
53|72
53|75
53|78
53|81
53|82
53|85
53|86
53|89
53|93
53|94
53|97
53|99
54|19
54|21
54|22
54|24
54|25
54|31
54|32
54|34
54|35
54|42
54|45
54|46
54|53
54|66
54|71
54|74
54|76
54|83
54|84
54|87
54|88
54|91
54|96
54|98
55|11
55|13
55|27
55|28
55|32
55|36
55|38
55|41
55|54
55|63
55|67
55|72
55|75
55|78
55|81
55|82
55|84
55|85
55|88
55|89
55|93
55|94
55|97
55|99
63|11
63|13
63|19
63|22
63|28
63|31
63|32
63|35
63|36
63|38
63|41
63|46
63|54
63|66
63|67
63|72
63|81
63|84
63|88
63|93
63|94
63|97
63|98
63|99
66|12
66|19
66|21
66|23
66|24
66|25
66|27
66|31
66|34
66|42
66|45
66|53
66|55
66|71
66|74
66|75
66|76
66|82
66|83
66|85
66|86
66|87
66|91
66|96
67|19
67|22
67|25
67|31
67|32
67|34
67|35
67|41
67|42
67|45
67|46
67|53
67|54
67|66
67|71
67|74
67|76
67|83
67|84
67|87
67|88
67|91
67|96
67|98
71|12
71|21
71|23
71|24
71|27
71|28
71|34
71|42
71|45
71|53
71|55
71|63
71|74
71|75
71|76
71|78
71|82
71|83
71|85
71|86
71|87
71|89
71|91
71|96
72|19
72|22
72|25
72|31
72|32
72|34
72|35
72|41
72|42
72|45
72|46
72|54
72|66
72|67
72|71
72|74
72|76
72|83
72|84
72|87
72|88
72|91
72|96
72|98
74|12
74|13
74|21
74|23
74|24
74|27
74|28
74|36
74|42
74|53
74|55
74|63
74|75
74|76
74|78
74|82
74|83
74|85
74|86
74|87
74|89
74|93
74|96
74|97
75|11
75|13
75|22
75|27
75|28
75|32
75|36
75|38
75|41
75|54
75|63
75|67
75|72
75|78
75|81
75|82
75|84
75|85
75|88
75|89
75|93
75|94
75|97
75|99
76|12
76|13
76|21
76|23
76|24
76|27
76|28
76|36
76|42
76|53
76|55
76|63
76|75
76|78
76|81
76|82
76|83
76|85
76|86
76|87
76|89
76|93
76|94
76|97
78|11
78|13
78|22
78|28
78|31
78|32
78|35
78|36
78|38
78|41
78|46
78|54
78|63
78|66
78|67
78|72
78|81
78|84
78|88
78|93
78|94
78|97
78|98
78|99
81|11
81|19
81|22
81|25
81|31
81|32
81|34
81|35
81|38
81|41
81|45
81|46
81|54
81|66
81|67
81|71
81|72
81|74
81|84
81|88
81|91
81|96
81|98
81|99
82|11
82|13
82|22
82|27
82|28
82|32
82|35
82|36
82|38
82|41
82|54
82|63
82|67
82|72
82|78
82|81
82|84
82|85
82|88
82|89
82|93
82|94
82|97
82|99
83|12
83|13
83|21
83|23
83|24
83|27
83|28
83|36
83|38
83|42
83|53
83|55
83|63
83|75
83|78
83|81
83|82
83|85
83|86
83|87
83|89
83|93
83|94
83|97
84|19
84|21
84|22
84|24
84|25
84|31
84|32
84|34
84|35
84|42
84|45
84|46
84|53
84|66
84|71
84|74
84|76
84|83
84|86
84|87
84|88
84|91
84|96
84|98
85|11
85|13
85|22
85|27
85|28
85|32
85|35
85|36
85|38
85|41
85|46
85|54
85|63
85|67
85|72
85|78
85|81
85|84
85|88
85|89
85|93
85|94
85|97
85|99
86|11
86|12
86|13
86|23
86|27
86|28
86|36
86|38
86|41
86|54
86|55
86|63
86|67
86|72
86|75
86|78
86|81
86|82
86|85
86|89
86|93
86|94
86|97
86|99
87|11
87|12
87|13
87|21
87|23
87|24
87|27
87|28
87|36
87|38
87|53
87|55
87|63
87|75
87|78
87|81
87|82
87|85
87|86
87|89
87|93
87|94
87|97
87|99
88|19
88|21
88|22
88|23
88|24
88|25
88|31
88|32
88|34
88|35
88|42
88|45
88|46
88|53
88|66
88|71
88|74
88|76
88|83
88|86
88|87
88|91
88|96
88|98
89|11
89|13
89|22
89|28
89|32
89|35
89|36
89|38
89|41
89|46
89|54
89|63
89|66
89|67
89|72
89|78
89|81
89|84
89|88
89|93
89|94
89|97
89|98
89|99
91|12
91|21
91|23
91|24
91|27
91|28
91|36
91|42
91|53
91|55
91|63
91|74
91|75
91|76
91|78
91|82
91|83
91|85
91|86
91|87
91|89
91|93
91|96
91|97
93|11
93|13
93|19
93|22
93|25
93|31
93|32
93|35
93|36
93|38
93|41
93|46
93|54
93|66
93|67
93|71
93|72
93|81
93|84
93|88
93|94
93|97
93|98
93|99
94|11
94|19
94|22
94|25
94|31
94|32
94|34
94|35
94|38
94|41
94|45
94|46
94|54
94|66
94|67
94|71
94|72
94|74
94|81
94|84
94|88
94|91
94|98
94|99
96|12
96|13
96|21
96|23
96|24
96|27
96|28
96|36
96|42
96|53
96|55
96|63
96|75
96|76
96|78
96|82
96|83
96|85
96|86
96|87
96|89
96|93
96|94
96|97
97|11
97|13
97|19
97|22
97|25
97|31
97|32
97|34
97|35
97|38
97|41
97|45
97|46
97|54
97|66
97|67
97|71
97|72
97|81
97|84
97|88
97|94
97|98
97|99
98|12
98|19
98|21
98|23
98|24
98|25
98|31
98|34
98|42
98|45
98|53
98|55
98|66
98|71
98|74
98|75
98|76
98|82
98|83
98|85
98|86
98|87
98|91
98|96
99|19
99|22
99|25
99|31
99|32
99|34
99|35
99|41
99|42
99|45
99|46
99|54
99|66
99|67
99|71
99|72
99|74
99|76
99|83
99|84
99|88
99|91
99|96
99|98
